d_id,order_id,all_contents,dri_content,label,d_contents,d_seg_len,contents,seg_len,input,predict,prob
17594786647942,17754026004783,[喂。@1||喂诶您好，那个滴滴了是吧？@2||啊。@1||诶，您稍微等一下，我给咱俩把他吓着，给哥们取消了。@2||啊。@1||ｌ。@1||诶，您就多长时间啊？@1||ｌｌｌ。@2||五六分钟啊。@2||师傅死了，我到底咋办？@1||@2||那你去，那你去吧，你去了你去了。@1||哦哦哦哦哦，那好嘞。@2||ｌｌ。@1],"[[""喂诶您好，那个滴滴了是吧？诶，您稍微等一下，我给咱俩把他吓着，给哥们取消了。ｌｌｌ。五六分钟啊。哦哦哦哦哦，那好嘞。""]]",__label__0,那个 稍微 一下 我 咱俩 他 吓 亲属 取消 时间 分钟 哦哦哦 那好,13,那个 稍微 一下 我 咱俩 他 吓 亲属 取消 多长时间 时间 分钟 师傅 死 我 到底 咋办 你 去 你 去 哦哦哦 那好,23,__label__0 那个 稍微 一下 我 咱俩 他 吓 亲属 取消 时间 分钟 哦哦哦 那好,__label__1,0.9767646193504333
17594812850079,17754055278283,[师傅。@1||诶诶师傅师傅师傅你好，咱俩是不下去了啊。@1||喂。@2||啊。@2||下去了。@2||好的是不是到那一层啊？春秀门口是吧？@1||@2||我穿着。@1||嗯。@1||他说到哪。@1||呃，东南角吗？对门那两个门。@2||ｌ。@1||啊，有两个对门是吧？@1||啊。@2||哦。@1||北门。@2||哦，你车提前下了是吧？@1||九号下去了。@2||让他给我提前下到哪去了啊。现在那两个对门那个门了。@2||ｌｌｌ。@1||哦。@1||能停能停好，谢谢啊。@1||穿过去了是吗？@2||啊。@2||诶，你在吓到那个二号门了？@1_ 喂。@1||喂。@2||你看看他从这两个对门下的。@2||哦，谢谢下错了，对完了到家了。@1||@2||不是我问他到了没他说到了他就从那下。@2||你好。@1||好的。@1||哦，没有，我定位到这，然后把在这等他你在他姥姥家呢。@1||我都给他放下了。@2||能进我过去接啊，好，谢谢您啊。师傅啊。@1||哦。@2||啊，没事。@2||嗯，我过去接好，谢谢啊。好好好。@1],"[[""喂。你看看他从这两个对门下的。不是我问他到了没他说到了他就从那下。我都给他放下了。哦。啊，没事。""]_ [""喂。啊。下去了。呃，东南角吗？对门那两个门。啊。北门。九号下去了。让他给我提前下到哪去了啊。现在那两个对门那个门了。穿过去了是吗？啊。""]]",__label__0,你 他 两个 对 门下 不是 我 问 他 到 没 他 说 到 他 下 我 他 放下 没事 下去 东南角 对 两个 北门 号 下去 让他 我 提前 下 到哪去 现在 两个 对门 那个 过去,37,师傅 师傅 咱俩 下去 下去 好的 是不是 到 层 春秀 门口 我 穿着 他 说 到 东南角 对 两个 两个 对门 北门 你 提前 下 号 下去 让他 我 提前 下 到哪去 现在 两个 对门 那个 好 过去 你 吓 到 那个 号门 你 他 两个 对 门下 谢下 错 对 到 家 不是 我 问 他 到 没 他 说 到 他 下 没有 我 定位 到 他 你 他姥家 我 他 放下 进 我 过去 好 师傅 没事 我 过去 接好 好,84,__label__0 你 他 两个 对 门下 不是 我 问 他 到 没 他 说 到 他 下 我 他 放下 没事 下去 东南角 对 两个 北门 号 下去 让他 我 提前 下 到哪去 现在 两个 对门 那个 过去,__label__1,0.9543044567108154
17594869738599,17754046920595,[哎。@1||嘻嘻，那个乘客啊，你在那个王老六那个院里吗？@2||ｌ。@1||啊。@1||我就在海尔大厦这我我我到楼下没看着你啊。@1||我从滴滴在哪，我走着你刚才等着我吧，我在路拐过去他叫我哥哥哥哥哥哥诶。@2||刚那个那个。@2||你现在在哪呀？@1||@2||好。@1||行行行。@1||我离过了我，就在转弯拐弯过来了。@2||穿过来了。@2||好。@1||您您已经从人民路转了一下，是那意思吗？@1||诶呀诶呀，我刚刚过来了吗？传过来了，你看看在哪了？你在哪个未接？你经到门口了？@2||啊，好好好你你你你你靠边停就行。@1||@1],"[[""嘻嘻，那个乘客啊，你在那个王老六那个院里吗？我从滴滴在哪，我走着你刚才等着我吧，我在路拐过去他叫我哥哥哥哥哥哥诶。刚那个那个。我离过了我，就在转弯拐弯过来了。穿过来了。诶呀诶呀，我刚刚过来了吗？传过来了，你看看在哪了？你在哪个未接？你经到门口了？""]]",__label__0,那个 乘客 你 那个 王老 那个 院里 我 我 你 刚才 我 我 拐过去 他 我 亲属 亲属 亲属 刚 那个 我离 我 转弯 拐弯 过来 穿过 我 刚过来 传过来 你 你 哪个 未接 你 经到 门口,37,哎嘻 那个 乘客 你 那个 王老 那个 院里 我 海尔 大厦 我 到 楼下 没 看着 你 我 我 你 刚才 我 我 拐过去 他 我 亲属 亲属 亲属 刚 那个 你 现在 好行 我 离过 我 转弯 拐弯 过来 穿过 好 已经 人民 路转 一下 意思 我 刚过来 传过来 你 你 哪个 未接 你 经到 门口 好 你 你 你 靠边 停就行,63,__label__0 那个 乘客 你 那个 王老 那个 院里 我 我 你 刚才 我 我 拐过去 他 我 亲属 亲属 亲属 刚 那个 我离 我 转弯 拐弯 过来 穿过 我 刚过来 传过来 你 你 哪个 未接 你 经到 门口,__label__1,0.9962083697319031
17594910253948,17754046882232,[喂，你到时候你附近是吧。穿手机号啊？@2||我正在从说说上桥口北行了。@1||啊，行行行我到这边，我给你打个电话啊，你到时候下楼，到时候打给你啊，我就到了我给你打电话啊。@2||诶。@1||行行行。@1||啊啊啊好好好。@2||嗯，嗯，好啊。@1||啊。@2||ｌ。@1],"[[""喂，你到时候你附近是吧。穿手机号啊？啊，行行行我到这边，我给你打个电话啊，你到时候下楼，到时候打给你啊，我就到了我给你打电话啊。啊啊啊好好好。啊。""]]",__label__0,你 到时候 你 附近 手机号 我 到 这边 我 给你 打个 电话 你 到时候 下楼 到时候 打 给你 我 到 我 给你 打电话 好,24,你 到时候 你 附近 手机号 我 正在 说 桥口 北行 我 到 这边 我 给你 打个 电话 你 到时候 下楼 到时候 打 给你 我 到 我 给你 打电话 好 好,30,__label__0 你 到时候 你 附近 手机号 我 到 这边 我 给你 打个 电话 你 到时候 下楼 到时候 打 给你 我 到 我 给你 打电话 好,__label__1,0.9983733296394348
17594918454854,35280172576841,[@1||喂，你好诶你好。@2||啊，你别你你等下到到那里可不可以到定位，到那个电话我就不电话发给你。我是帮别人叫的车。@1||ｌ。@2||ｌ。@2||ｌ。@2||ｌｌｌ。@2||嗯。@2||呃，哪个电话。@2||啊。我告诉你的呀。@1||@2||嗯么五么？@1||要不要。@1||咱到。@2||嗯。@1||一五一。@2||九七二三。@1||诶。@2||ｌ。@2||九七。@2||诶诶。@1||二，三。@2||嗯。@1||又滴滴，你那个距离。@1||ｌ。@1||左转弯，九七一三。@2||六一七零。@1||ｕｌｕ六一。@2||ｌ。@1||西林。@2||距离啊，对对啊。@1||一五么？@2||九七一，三六一七零是吧。@2||啊。@1||师傅。@2||啊。在新城有女的来个女孩。是啊。@1||嗯。@1||晋城是吧？@2||啊对啊，嗯嗯。@1||好的，好的好的好的好的，嗯。@2||嗯。@1||师傅。@1],"[[""喂，你好诶你好。ｌ。ｌ。ｌ。ｌｌｌ。嗯。呃，哪个电话。咱到。一五一。诶。ｌ。九七。二，三。左转弯，九七一三。ｕｌｕ六一。西林。一五么？九七一，三六一七零是吧。师傅。晋城是吧？好的，好的好的好的好的，嗯。""]]",__label__0,哪个 电话 咱到 手机号 左 转弯 车牌号 西林 时间 车牌号 师傅 晋城 好的 好的 好的,15,你 你 下 到 那里 可不可以 到 定位 到 那个 电话 我 电话 发给你 我 帮别人 哪个 电话 我 告诉 你 不要 咱到 车牌号 时间 你 那个 距离 左 转弯 车牌号 西林 距离 对 时间 车牌号 师傅 新城 女 女孩 晋城 对 好的 好的 好的 师傅,46,__label__0 哪个 电话 咱到 手机号 左 转弯 车牌号 西林 时间 车牌号 师傅 晋城 好的 好的 好的,__label__1,1.0000052452087402
17594985295883,35280170173305,[喂。@2||嗯。@1||司机，我往你的号码发过去，他根本就打不了我，你你给他打吧行吗？@1||ｌ。@2||ｌ。@2||ｏｋ带过去，我可以带过去。@2||啊，嗯，一九八。@1||啊。一九八什么地下车？@2||ｌｌｌ。@1||ｌｌｌ。@2||诶，你记一下子他，他可能是咱俩能打通他打不了。@1||啊，对对对师傅注意学院号门。@2||嗯。@1||一九八。@1||一九八。@2||嗯。@2||三三五三。@1||三三五三。@2||四零五五。@1||ｌ。@2||三零五五五好一九八三三五三四零五五五是不是。@2||嗯。@1||ｌ。@1||啊行我到那对。@1||ｌ。@2||成成成成我我在这等电梯。@2||嗯。@1||啊姓张啊。好，谢谢你啊。谢谢你好，嗯。@1||啊，那有保安。@2||ｌ。@2||啊。@2||啊，专车五三四零五五啊。好。@2||好好的，嗯。@1||走走走走啊啊。@2||嗯。@1_ 就在。@2||未落车。@2||这个那个尾号二三四八是你的号吗？@1||ｌ。@2||呃，呃，我那是在那个我在桥底下吗？天桥。@2||我说这个你现在这个滴滴打车的号是真实的号码吗？尾号二三八四。@1||诶。@2||ｌｌｌｌ。@2||好一三八四啊，不多呀。@2||是你的吗？@1||呃，师傅，我俩。@2||嗯。@1||华联大街。@2||一五六三一五六三七四八二三八四八。@1||诶对对对。@2||啊。那行一会，我告诉我，告诉那个一会让他给你打电话，他就在那个医院的小孩，他做好吃完呢？刚才给你打电话啊。@1||嗯。@2||师傅。@2||呃，你再在日本那呀。@2||诶，您就在那呢，篮球场那老了，我我帮他叫车，一会我在街上给你支付就行了，我按你的号码发给他啊。@1||ｌ。@2||嗯，我也在这等着呢。@2||啊，好嘞，我尽快我现在就跟着巴黎单子给你打电话啊。@1||ｌ。@2||嗯。@2],"[[""喂。ｌ。ｌ。ｏｋ带过去，我可以带过去。啊。一九八什么地下车？ｌｌｌ。啊，对对对师傅注意学院号门。一九八。嗯。三三五三。ｌ。三零五五五好一九八三三五三四零五五五是不是。ｌ。成成成成我我在这等电梯。啊，那有保安。ｌ。啊。啊，专车五三四零五五啊。好。走走走走啊啊。""]_ [""就在。未落车。ｌ。呃，呃，我那是在那个我在桥底下吗？天桥。诶。ｌｌｌｌ。好一三八四啊，不多呀。呃，师傅，我俩。华联大街。诶对对对。嗯。师傅。呃，你再在日本那呀。ｌ。嗯，我也在这等着呢。ｌ。嗯。""]]",__label__0,英文 缩写 带 过去 我 可以 带 过去 时间 什么 地 下车 对 师傅 注意 学院 号门 时间 车牌号 好 车牌号 是不是 成成 我 电梯 保安 专车 手机号 好 走走 未 落车 我 那个 我 桥底下 天桥 好 时间 多 师傅 我俩 华联 大街 对 师傅 你 日本 我,49,司机 我往 你 号码 发 过去 他 根本 打 不了 我 你 他 打 英文 缩写 带 过去 我 可以 带 过去 手机号 什么 地 下车 你 记 一下子 他 可能 咱俩 打通 他 打 不了 对 师傅 注意 学院 号门 手机号 车牌号 好 车牌号 是不是 我 到 对 成成 我 电梯 姓张 好 你 保安 专车 手机号 好的 走走 未 落车 这个 那个 尾号 时间 你 号 我 那个 我 桥底下 天桥 我 说 这个 你 现在 这个 打车 号 真实 号码 尾号 手机号 多 你 师傅 我俩 华联 大街 车牌号 对 那行 我 告诉 那个 让他 给你 打电话 他 那个 医院 小孩 他 好吃 刚才 给你 打电话 师傅 你 日本 篮球场 我 帮 他 叫车 我 街上 给你 支付 就行了 我 按 你 号码 发给 他 我 好 我 尽快 我 现在 跟着 巴黎 单子 给你 打电话,139,__label__0 英文 缩写 带 过去 我 可以 带 过去 时间 什么 地 下车 对 师傅 注意 学院 号门 时间 车牌号 好 车牌号 是不是 成成 我 电梯 保安 专车 手机号 好 走走 未 落车 我 那个 我 桥底下 天桥 好 时间 多 师傅 我俩 华联 大街 对 师傅 你 日本 我,__label__1,0.9894097447395325
17595052670965,35280161661523,[您通话的客户正在使用呼叫保持服务，请不要挂机。@2||上了一，这是乖乖的，有家有地下停车门口ｈｏｕｓｅ妹妹同意。@2],"[[""您通话的客户正在使用呼叫保持服务，请不要挂机。上了一，这是乖乖的，有家有地下停车门口ｈｏｕｓｅ妹妹同意。""]]",__label__0,通话 客户 正在 使用 呼叫 保持 服务 请 不要 挂机 乖 有家 地下 停车 门口 车牌号 亲属 同意,18,通话 客户 正在 使用 呼叫 保持 服务 请 不要 挂机 乖 有家 地下 停车 门口 车牌号 亲属 同意,18,__label__0 通话 客户 正在 使用 呼叫 保持 服务 请 不要 挂机 乖 有家 地下 停车 门口 车牌号 亲属 同意,__label__1,0.989916980266571
17595083317372,35280165060402,[华。@1||你不是接的慢和公园房，我这的这的。@2||ｌ。@1||啊，就对对对对九点别进来啊，车房子傻逼，有啊走。@1||出租车红大门那接你。@1||哦，知园走一走着。@2||对还是一区了，没有。@1||没有接人啊，我在这院里。@2||诶，这么远怎么几分钟？马上到了啊？@1||哦哦哦，那啥车号九五五俩两公交车科技准备会展。@2||啊啊啊啊。@1||你把家一把那地址电话给我吧，跟着地址，电话多少？@2||么八零，那。@1||@2||么八，你在亭子亭子么？七七七。@1||去。@2||出发九。@2||长安街。@2||他们西门怎么办？到那给你结账啊。师傅订单的的，这就去。@2||啊，好嘞。@1],"[[""你不是接的慢和公园房，我这的这的。哦，知园走一走着。没有接人啊，我在这院里。哦哦哦，那啥车号九五五俩两公交车科技准备会展。你把家一把那地址电话给我吧，跟着地址，电话多少？去。出发九。长安街。他们西门怎么办？到那给你结账啊。师傅订单的的，这就去。""]]",__label__0,你 不是 慢 公园 房 我 知园 没有 接人 我 院里 车牌号 俩 两 公交车 科技 准备 会展 你 家 地址 电话 我 跟着 地址 电话 多少 去 出发 长安街 他们 西门 怎么办 到 给你 结账 师傅 订单 去,39,华 你 不是 慢 公园 房 我 对 对 点别 进来 房子 傻 逼 出租车 红 大门 接你 知园 对 还是 没有 接人 我 院里 这么 远 怎么 几分钟 马上 到 车牌号 俩 两 公交车 科技 准备 会展 你 家 地址 电话 我 跟着 地址 电话 多少 时间 你 亭子 时间 去 出发 长安街 他们 西门 怎么办 到 给你 结账 师傅 订单 去 好,64,__label__0 你 不是 慢 公园 房 我 知园 没有 接人 我 院里 车牌号 俩 两 公交车 科技 准备 会展 你 家 地址 电话 我 跟着 地址 电话 多少 去 出发 长安街 他们 西门 怎么办 到 给你 结账 师傅 订单 去,__label__1,0.9643212556838989
17595088877187,17754046763090,[诶，你好。@1||喂。@2||诶，你好，您是在地下车库。@2||诶，你好，是就按着了。@1||@1||ｌ。@2||ｌ。@2||ｌ。@2||那行你说下电话号码吧。@2||哎，你记一下一八七。@1||ｌ。@2||么八七。@2||一七五九。@1||@2||一七五九九。@2||六八六八。@1||ｌ。@2||ａｕ八六八。@2||嗯。@1||啊。好你打电话给他啊，你就说是唉，你是来接他的车，你看在哪个位置，你们两个商量的位置，然后他马上就接不了好吧。@1||啊，好。@2||嗯，好嘞，好嘞，我打一个电话，出去啊。@2||啊，好嘞，好嘞，好嘞，嗯。@1||ｌｌ。@2||ｌ。@2||啊行挂了啊。@2],"[[""嗯。喂。诶，你好，您是在地下车库。ｌ。ｌ。ｌ。那行你说下电话号码吧。ｌ。么八七。一七五九九。ｌ。ａｕ八六八。啊，好。嗯，好嘞，好嘞，我打一个电话，出去啊。ｌｌ。ｌ。啊行挂了啊。""]]",__label__0,地下 车库 那行 你 说 下 电话号码 车牌号 好 好 我 打 一个 电话 出去 行挂,16,地下 车库 按着 那行 你 说 下 电话号码 你 记 一下 时间 车牌号 好 你 打电话 他 你 说 你 他 你 哪个 位置 你们 两个 商量 位置 他 马上 不了 好 好 好 我 打 一个 电话 出去 好 行挂,41,__label__0 地下 车库 那行 你 说 下 电话号码 车牌号 好 好 我 打 一个 电话 出去 行挂,__label__1,0.9482141137123108
17595191690313,35280182658871,[@1||诶，你好。@1||@2||诶。@2||诶是那个我那个是那个到那个东郊机场，那个。@1||对。@2||啊，你这边能确定了吗？@1||@2||啊。@1||啊。@1||这个。@2||诶。@1||咱们出租车只能到南苑风景那头也没有出租车接，只能私家车接。@2||你是并车是包车。@2||啊。@1||啊。我我这个是啥？拜金那个。@1||在和王那个啊问你能给我送到哪就行呗。送到那个。@1||南风井。@2||不你那啊，你。@1||东南大峰景。@2||哦，就是别的地方进不了的就是说。@1||啊。那时候给可以给你连发你联系人。@2||诶。@1||嗯。@2||啊啊啊啊啊。@1||对联系私家车现在出租车把他那头出租车要营运了，不让出佳木斯。@2||那行诶。@1||他联系咱们那高速口都来不了。@2||啊啊啊。@1||只能私家车到这高速口，那接你。@2||啊。@1||啊啊啊啊啊啊啊啊啊。@1||@2||那你这个到那哪到那个，就是高速口，那得走多少钱呢？@1||@2||啊啊啊啊那行。@1||诶，谢谢啊。@1||那个那什么？那你用不用。@2||那我就取。@1||那我就去那我就取消了的了的订单了。@1||不是我可以给你送到高速口那头，我可以给你联系私家车。@2||乘客那块就那样行，那我就不用了，那样行，那我还不如停着车了。@1||对这也是兵车站我给你找个拼车的。@2||啊，你找停车的话，你就停下来多少钱呢？你告诉我呢？@1||我这头就刘五零那头一百五一共二百块钱。@2||好好，那就不用了。@1||那行，嗯，那就取消吧。@2||啊。谢谢您，嗯，嗯。@1||诶，好嘞。@2],"[[""诶。对。这个。咱们出租车只能到南苑风景那头也没有出租车接，只能私家车接。你是并车是包车。南风井。东南大峰景。啊。那时候给可以给你连发你联系人。嗯。对联系私家车现在出租车把他那头出租车要营运了，不让出佳木斯。他联系咱们那高速口都来不了。只能私家车到这高速口，那接你。那个那什么？那你用不用。不是我可以给你送到高速口那头，我可以给你联系私家车。对这也是兵车站我给你找个拼车的。我这头就刘五零那头一百五一共二百块钱。那行，嗯，那就取消吧。诶，好嘞。""]]",__label__0,对 这个 咱们 出租车 只能 到 南苑 风景 那头 没有 出租车 只能 私家车 接你 并 包车 南风 井 东南 大峰景 时候 可以 给你 连发 你 联系人 对 联系 私家车 现在 出租车 他 那头 出租车 营运 不让 出 佳木斯 他 联系 咱们 高速 不了 只能 私家车 到 高速 接你 那个 什么 你 用 不是 我 可以 给你 送到 高速 那头 我 可以 给你 联系 私家车 对 兵 车站 我 给你 找个 拼车 我 这头 刘 手机号 块钱 那行 取消 好,79,那个 我 那个 那个 到 那个 东郊 机场 那个 对 你 这边 确定 这个 咱们 出租车 只能 到 南苑 风景 那头 没有 出租车 只能 私家车 接你 并 包车 我 这个 拜金 那个 王 那个 问 你 我 送到 哪就行 送到 那个 南风 井 你 你 东南 大峰景 就是 别的 地方 进不了 就是说 时候 可以 给你 连发 你 联系人 对 联系 私家车 现在 出租车 他 那头 出租车 营运 不让 出 佳木斯 那行 他 联系 咱们 高速 不了 只能 私家车 到 高速 接你 你 这个 到 到 那个 就是 高速 多少 钱 那行 那个 什么 你 用 不用 我 取 我 去 我 取消 订单 不是 我 可以 给你 送到 高速 那头 我 可以 给你 联系 私家车 乘客 那块 那样 我 不用 那样 我 不如 停着 对 兵 车站 我 给你 找个 拼车 你 找 停车 的话 你 停下来 多少 钱 你 告诉 我 我 这头 刘 手机号 块钱 好 不用 那行 取消 好,152,__label__0 对 这个 咱们 出租车 只能 到 南苑 风景 那头 没有 出租车 只能 私家车 接你 并 包车 南风 井 东南 大峰景 时候 可以 给你 连发 你 联系人 对 联系 私家车 现在 出租车 他 那头 出租车 营运 不让 出 佳木斯 他 联系 咱们 高速 不了 只能 私家车 到 高速 接你 那个 什么 你 用 不是 我 可以 给你 送到 高速 那头 我 可以 给你 联系 私家车 对 兵 车站 我 给你 找个 拼车 我 这头 刘 手机号 块钱 那行 取消 好,__label__1,0.9357898831367493
17595420184912,17754062089534,[ｌ。@1||喂。@2||诶诶。@1||是我到哪了？@1||那个那个有什么那个哪个马路选的那个哪个老人了？然后我问叫个车。在去接你了，他应该马上到了。@2||应该就可来的万丰园。@1||我好的，我在哪呢？你叫的车叫啥去了别叫车叫啥来着？@1||啊。那个子滴滴车。@2||大概滴滴。@2||他那个滴滴直接给我派来了我车上有认识的给我派这来了，然后我那个我朋友车一单还是了完了咋了给你给他说了，他没接你去了。@2||诶。@1||您能取消吧，你取消我重新打了不行了？@1||我我的取消不了我这没法取消，你怎么取消？@2||啊，你要过来玩的洗澡是吗？外面有看见。@1||诶。@2||@2],"[[""哥们。喂。那个那个有什么那个哪个马路选的那个哪个老人了？然后我问叫个车。在去接你了，他应该马上到了。啊。那个子滴滴车。大概滴滴。他那个滴滴直接给我派来了我车上有认识的给我派这来了，然后我那个我朋友车一单还是了完了咋了给你给他说了，他没接你去了。我我的取消不了我这没法取消，你怎么取消？诶。""]]",__label__0,亲属 那个 什么 那个 哪个 马路 选 那个 哪个 老人 我 问 去接你 他 应该 马上 到 那个 子滴车 大概 他 那个 直接 我 派 我 车上 认识 我 派 这来 我 那个 我 亲属 单 还是 给你 他 说 他 没 接你 去 我 取消 不了 我 没法 取消 你 怎么 取消,53,我 到 那个 什么 那个 哪个 马路 选 那个 哪个 老人 我 问 去接你 他 应该 马上 到 应该 可来 万 丰园 我 好的 我 你 去 叫车 那个 子滴车 大概 他 那个 直接 我 派 我 车上 认识 我 派 这来 我 那个 我 亲属 单 还是 给你 他 说 他 没 接你 去 取消 你 取消 我 重新 打 不行 我 取消 不了 我 没法 取消 你 怎么 取消 你 过来 玩 洗澡 外面 看见,77,__label__0 亲属 那个 什么 那个 哪个 马路 选 那个 哪个 老人 我 问 去接你 他 应该 马上 到 那个 子滴车 大概 他 那个 直接 我 派 我 车上 认识 我 派 这来 我 那个 我 亲属 单 还是 给你 他 说 他 没 接你 去 我 取消 不了 我 没法 取消 你 怎么 取消,__label__1,0.9980823993682861
17595511405753,17754022671433,[喂，您好。@2||喂。@1||诶。@1||就到滴滴到火车站，这里了。@2||啊。@1||啊。好你在啦啦啦姐姐啊。@2||师傅。@1||好快点，好吧。@1||嗯啊。@2||嗯。@1||穿越没有问题。@1||滴滴司机在那红绿灯。@2||好嘞，好嘞，去那个火车站啊。@2||嗯，是就是八点半。@1||八零八现在几点在洗脸，这还快差不多吧。那姐姐啊。@2||嗯，嗯。@1||好的，好的好的。@2||嗯。@1],"[[""喂，您好。就到滴滴到火车站，这里了。啊。好你在啦啦啦姐姐啊。嗯啊。滴滴司机在那红绿灯。好嘞，好嘞，去那个火车站啊。八零八现在几点在洗脸，这还快差不多吧。那姐姐啊。好的，好的好的。""]]",__label__0,到 到 火车站 这里 好 你 亲属 司机 红绿灯 好 去 那个 火车站 时间 现在 几点 洗脸 快 差不多 亲属 好的,21,到 到 火车站 这里 好 你 亲属 师傅 好 快点 好 穿越 没有 问题 司机 红绿灯 好 去 那个 火车站 就是 时间 现在 几点 洗脸 快 差不多 亲属 好的,29,__label__0 到 到 火车站 这里 好 你 亲属 司机 红绿灯 好 去 那个 火车站 时间 现在 几点 洗脸 快 差不多 亲属 好的,__label__1,0.9325060248374939
17595533290075,17754040801881,[车牌出不去了。西门你要分不出来。@1||从东边那楼下吧。@1||ｌ。@1||宝马去哪呢？东门去的那个。@2||对呀。@1||大东路上了啊，那个是向东路上了。@2||ｌ。@1||就从南到那个这条路小学小区校学校吧。@1||这教育学校已经拐了，已进来了进来了，然后我在那东门等你吧。@1||哦。@2||ｌ。@2||我就不往出走呢。西门是疯了呢？@1||@2||从八零零九那个哈子里头进去。@2||八零九么这块你开着吧，让你进吗？不让就不让你从前面就调一下头，然后让转过来才能找到我了。@1||诶。@2||嗯。@1||嗯。@2||要不我就在这等等，我对吧，到八零九那个对着门口放那边等我的我去我从那走走啊。@1||嗯。@2||哪个号多少？九零三零。@2||@1||你就是八零九那个那个那个。@1||八零一九门口。@2||嗯。@1||@1||哦，哦。@2||ｌｌｌｌｌｌ嗯我不知道。我在想着要不就在那个一过来太费点了。@1||ｌ。@2||ｌ。@1||就是中国人西门再往南走一走那等我的啊。@1||好呢？金融名言，名酒，那了。@2||好嘞。@1||滴滴是您叫哦好嘞，行了，诶。@1],"[[""宝马去哪呢？东门去的那个。大东路上了啊，那个是向东路上了。哦。ｌ。从八零零九那个哈子里头进去。诶。嗯。嗯。哪个号多少？九零三零。八零一九门口。哦，哦。ｌ。好呢？金融名言，名酒，那了。""]]",__label__0,宝马 去 东门 去 那个 大 东路 那个 向东 路上 时间 那个 哈子 里头 进去 哪个 号 多少 车牌号 门口 好 金融 名言 名酒,24,车牌 出不去 西门 你 分 出来 东边 楼下 宝马 去 东门 去 那个 对 大 东路 那个 向东 路上 南到 那个 这条 小学 小区 校 学校 教育 学校 已经 已 进来 我 东门 你 我 不往 出走 西门 疯 时间 那个 哈子 里头 进去 时间 这块 你 开着 你 进 不让 不让 你 前面 调 一下头 转过 才能 找到 我 要不 我 我 对 到 时间 那个 对 门口 放 那边 我 我 去 我 哪个 号 多少 时间 你 就是 时间 那个 时间 门口 我 知道 我 想着 要不 那个 过来 费点 就是 中国 西门 往南 我 好 金融 名言 名酒 好 好,104,__label__0 宝马 去 东门 去 那个 大 东路 那个 向东 路上 时间 那个 哈子 里头 进去 哪个 号 多少 车牌号 门口 好 金融 名言 名酒,__label__1,0.9420095086097717
17595665869688,17754039930906,[喂，师傅，您好。@1||诶，你好，我打着你车没来个呢？咱俩。@2||@1||我在马路对面啊，因为那边走的比较慢，我走到马路对面来了，就在这个呃，就合算的对面马路对面。@1||嗯。@2||嗯，嗯。@2||拉黑，你打电话咋不接了？@2||你车车在马路对面不能接吗？@1||嗯。@2||我说给你打电话，你咋不接先给你打电话？@2||没有我打电话给你的时候，我也刚刚给打了电话给你，所以在通话中。@1||诶。@1],"[[""诶，你好，我打着你车没来个呢？咱俩。嗯。嗯，嗯。拉黑，你打电话咋不接了？嗯。我说给你打电话，你咋不接先给你打电话？""]]",__label__0,我 打着 你车 没来 咱俩 拉 黑 你 打电话 不接 我 说 给你 打电话 你 接先 给你 打电话,18,师傅 我 打着 你车 没来 咱俩 我 马路 对面 因为 那边 比较慢 我 走到 马路 对面 这个 合算 对面 马路 对面 拉 黑 你 打电话 不接 你 马路 对面 不能 我 说 给你 打电话 你 接先 给你 打电话 没有 我 打电话 给你 时候 我 刚 打 电话 给你 所以 通话 中,51,__label__0 我 打着 你车 没来 咱俩 拉 黑 你 打电话 不接 我 说 给你 打电话 你 接先 给你 打电话,__label__1,0.9741680026054382
